764521443,437387856,2020-04-01,4,NT,P,5874,TN,LAND ROVER,UNCLASSIFIED,GREEN,PE,,1971-01-01,ERROR - Less than 14 OR UNCLASSIFIED
751084917,259057271,2020-04-01,4,NT,P,30759,SK,LEYLAND CARS,UNCLASSIFIED,GREEN,PE,1000,1974-12-31,ERROR - Less than 14 OR UNCLASSIFIED
1274163341,820569835,2020-04-01,2,NT,PRS,5391,SN,BIG DOG MASTIFF,UNCLASSIFIED,BLUE,PE,1750,2004-12-31,ERROR - Less than 14 OR UNCLASSIFIED
1644563189,1090124122,2020-04-01,4,NT,P,41301,SM,FORD,UNCLASSIFIED,BLUE,PE,1200,1963-03-25,ERROR - Less than 14 OR UNCLASSIFIED
551477987,355955039,2020-04-02,7,NT,F,73144,G,VOLKSWAGEN,UNCLASSIFIED,GREEN,DI,1968,2015-08-19,ERROR - Less than 14 OR UNCLASSIFIED
1774847555,1304327734,2020-04-02,4,NT,P,38762,BS,ROVER,UNCLASSIFIED,SILVER,PE,,1969-03-28,ERROR - Less than 14 OR UNCLASSIFIED
145247403,641712283,2020-04-02,2,NT,PRS,10231,RG,HARLEY-DAVIDSON,UNCLASSIFIED,BLACK,PE,1200,1990-10-26,ERROR - Less than 14 OR UNCLASSIFIED
1642821203,1195020798,2020-04-02,4,NT,P,108358,TN,NISSAN,UNCLASSIFIED,SILVER,PE,2500,1997-01-02,ERROR - Less than 14 OR UNCLASSIFIED
1573498639,1001998776,2020-04-02,2,NT,P,31636,PA,KAWASAKI,UNCLASSIFIED,BLUE,PE,498,1996-04-09,ERROR - Less than 14 OR UNCLASSIFIED
1701046149,1050683888,2020-04-02,7,NT,P,163704,DH,ISUZU TRUCKS,UNCLASSIFIED,WHITE,DI,2999,2007-08-28,ERROR - Less than 14 OR UNCLASSIFIED
38750065,298923935,2020-04-02,7,RT,P,29087,S,FIAT,UNCLASSIFIED,GREEN,DI,2287,2014-06-30,ERROR - Less than 14 OR UNCLASSIFIED
925012639,1027993196,2020-04-02,4,NT,P,294855,TW,CHEVROLET,UNCLASSIFIED,GREY,PE,5300,2000-12-01,ERROR - Less than 14 OR UNCLASSIFIED
1269136357,695645704,2020-04-02,2,RT,P,24809,IP,YAMAHA,UNCLASSIFIED,BLACK,PE,535,1993-04-16,ERROR - Less than 14 OR UNCLASSIFIED
1293272553,569300078,2020-04-02,2,NT,P,9361,CA,YAMAHA,UNCLASSIFIED,BLACK,PE,749,1995-06-03,ERROR - Less than 14 OR UNCLASSIFIED
558892659,556145745,2020-04-02,4,NT,P,36309,WD,MINI,UNCLASSIFIED,WHITE,DI,1995,2017-04-04,ERROR - Less than 14 OR UNCLASSIFIED
1771761531,1315965878,2020-04-02,2,NT,P,25636,LU,HARLEY DAVIDSON,UNCLASSIFIED,RED,PE,883,2005-08-01,ERROR - Less than 14 OR UNCLASSIFIED
1625303783,414197264,2020-04-02,4,NT,P,244352,G,SUBARU,UNCLASSIFIED,SILVER,PE,1997,1995-01-01,ERROR - Less than 14 OR UNCLASSIFIED
1906126791,50353735,2020-04-02,4,NT,F,113429,NE,MAZDA,UNCLASSIFIED,BLACK,PE,1349,2010-12-31,ERROR - Less than 14 OR UNCLASSIFIED
1118398741,1009143064,2020-04-02,2,NT,F,,BD,SUZUKI,UNCLASSIFIED,GREEN,PE,1157,1981-12-31,ERROR - Less than 14 OR UNCLASSIFIED
716249051,923994719,2020-04-02,4,NT,P,305799,E,TOYOTA,UNCLASSIFIED,BLACK,DI,2982,2006-12-31,ERROR - Less than 14 OR UNCLASSIFIED
380136927,467104001,2020-04-02,4,NT,P,15879,DY,FIAT,UNCLASSIFIED,WHITE,DI,2287,2017-06-09,ERROR - Less than 14 OR UNCLASSIFIED
1221213133,1370428032,2020-04-02,4,NT,F,220713,PE,VOLKSWAGEN,UNCLASSIFIED,GREY,PE,2100,1991-06-24,ERROR - Less than 14 OR UNCLASSIFIED
885299983,314803567,2020-04-02,2,NT,P,1651,BA,HONDA,UNCLASSIFIED,BLUE,PE,250,1991-12-31,ERROR - Less than 14 OR UNCLASSIFIED
